policy,enabled,ts,reason,trade_side,overlap_group,overlap_reasons,tfi,mid_at_trigger,trade_px,ret_1s_bps,ret_3s_bps,ret_5s_bps,directional_ret_1s_bps,directional_ret_3s_bps,directional_ret_5s_bps
A_current,true,1777009963.7017224,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,-0.5739514348785876,2313.145,2313.25,0.0,1.469860298423535,1.469860298423535,-0.0,-1.469860298423535,-1.469860298423535
B_overlap_quote_fade_only,false,1777009963.7017224,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,-0.5739514348785876,2313.145,2313.25,0.0,1.469860298423535,1.469860298423535,-0.0,-1.469860298423535,-1.469860298423535
C_overlap_or_strong_tfi,false,1777009963.7017224,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,-0.5739514348785876,2313.145,2313.25,0.0,1.469860298423535,1.469860298423535,-0.0,-1.469860298423535,-1.469860298423535
A_current,true,1777009963.9672563,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,-0.5739514348785876,2313.145,2313.25,1.945403336151745,1.469860298423535,1.469860298423535,-1.945403336151745,-1.469860298423535,-1.469860298423535
B_overlap_quote_fade_only,false,1777009963.9672563,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,-0.5739514348785876,2313.145,2313.25,1.945403336151745,1.469860298423535,1.469860298423535,-1.945403336151745,-1.469860298423535,-1.469860298423535
C_overlap_or_strong_tfi,false,1777009963.9672563,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,-0.5739514348785876,2313.145,2313.25,1.945403336151745,1.469860298423535,1.469860298423535,-1.945403336151745,-1.469860298423535,-1.469860298423535
A_current,true,1777009964.2186313,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,-0.5739514348785876,2313.145,2313.25,1.945403336151745,1.469860298423535,1.469860298423535,-1.945403336151745,-1.469860298423535,-1.469860298423535
B_overlap_quote_fade_only,false,1777009964.2186313,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,-0.5739514348785876,2313.145,2313.25,1.945403336151745,1.469860298423535,1.469860298423535,-1.945403336151745,-1.469860298423535,-1.469860298423535
C_overlap_or_strong_tfi,false,1777009964.2186313,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,-0.5739514348785876,2313.145,2313.25,1.945403336151745,1.469860298423535,1.469860298423535,-1.945403336151745,-1.469860298423535,-1.469860298423535
A_current,true,1777009964.49048,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,0.11075036075036034,2313.145,2313.14,1.945403336151745,1.469860298423535,1.469860298423535,-1.945403336151745,-1.469860298423535,-1.469860298423535
B_overlap_quote_fade_only,false,1777009964.49048,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,0.11075036075036034,2313.145,2313.14,1.945403336151745,1.469860298423535,1.469860298423535,-1.945403336151745,-1.469860298423535,-1.469860298423535
C_overlap_or_strong_tfi,false,1777009964.49048,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,0.11075036075036034,2313.145,2313.14,1.945403336151745,1.469860298423535,1.469860298423535,-1.945403336151745,-1.469860298423535,-1.469860298423535
A_current,true,1777009964.7399204,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.23268482490272321,2313.145,2313.35,1.945403336151745,1.469860298423535,,1.945403336151745,1.469860298423535,
B_overlap_quote_fade_only,false,1777009964.7399204,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.23268482490272321,2313.145,2313.35,1.945403336151745,1.469860298423535,,1.945403336151745,1.469860298423535,
C_overlap_or_strong_tfi,false,1777009964.7399204,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.23268482490272321,2313.145,2313.35,1.945403336151745,1.469860298423535,,1.945403336151745,1.469860298423535,
A_current,true,1777009964.9984481,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27680798004987445,2313.5950000000003,2313.57,0.0,-0.47545054342087556,,0.0,-0.47545054342087556,
B_overlap_quote_fade_only,false,1777009964.9984481,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27680798004987445,2313.5950000000003,2313.57,0.0,-0.47545054342087556,,0.0,-0.47545054342087556,
C_overlap_or_strong_tfi,false,1777009964.9984481,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27680798004987445,2313.5950000000003,2313.57,0.0,-0.47545054342087556,,0.0,-0.47545054342087556,
A_current,true,1777009965.2649593,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27680798004987445,2313.5950000000003,2313.57,0.0,-0.47545054342087556,,0.0,-0.47545054342087556,
B_overlap_quote_fade_only,false,1777009965.2649593,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27680798004987445,2313.5950000000003,2313.57,0.0,-0.47545054342087556,,0.0,-0.47545054342087556,
C_overlap_or_strong_tfi,false,1777009965.2649593,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27680798004987445,2313.5950000000003,2313.57,0.0,-0.47545054342087556,,0.0,-0.47545054342087556,
A_current,true,1777009965.530663,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,0.27283441367118355,2313.5950000000003,2313.59,0.0,-0.47545054342087556,,-0.0,0.47545054342087556,
B_overlap_quote_fade_only,false,1777009965.530663,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,0.27283441367118355,2313.5950000000003,2313.59,0.0,-0.47545054342087556,,-0.0,0.47545054342087556,
C_overlap_or_strong_tfi,false,1777009965.530663,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,0.27283441367118355,2313.5950000000003,2313.59,0.0,-0.47545054342087556,,-0.0,0.47545054342087556,
A_current,true,1777009965.7982183,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,0.27283441367118355,2313.5950000000003,2313.59,-0.47545054342087556,-0.47545054342087556,,0.47545054342087556,0.47545054342087556,
B_overlap_quote_fade_only,false,1777009965.7982183,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,0.27283441367118355,2313.5950000000003,2313.59,-0.47545054342087556,-0.47545054342087556,,0.47545054342087556,0.47545054342087556,
C_overlap_or_strong_tfi,false,1777009965.7982183,cancel_aggressive,sell,single_cancel_aggressive,cancel_aggressive,0.27283441367118355,2313.5950000000003,2313.59,-0.47545054342087556,-0.47545054342087556,,0.47545054342087556,0.47545054342087556,
A_current,true,1777009966.0567157,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27846806022511245,2313.5950000000003,2313.6,-0.47545054342087556,-0.47545054342087556,,-0.47545054342087556,-0.47545054342087556,
B_overlap_quote_fade_only,false,1777009966.0567157,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27846806022511245,2313.5950000000003,2313.6,-0.47545054342087556,-0.47545054342087556,,-0.47545054342087556,-0.47545054342087556,
C_overlap_or_strong_tfi,false,1777009966.0567157,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27846806022511245,2313.5950000000003,2313.6,-0.47545054342087556,-0.47545054342087556,,-0.47545054342087556,-0.47545054342087556,
A_current,true,1777009966.2971952,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27846806022511245,2313.5950000000003,2313.6,-0.47545054342087556,-0.47545054342087556,,-0.47545054342087556,-0.47545054342087556,
B_overlap_quote_fade_only,false,1777009966.2971952,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27846806022511245,2313.5950000000003,2313.6,-0.47545054342087556,-0.47545054342087556,,-0.47545054342087556,-0.47545054342087556,
C_overlap_or_strong_tfi,false,1777009966.2971952,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27846806022511245,2313.5950000000003,2313.6,-0.47545054342087556,-0.47545054342087556,,-0.47545054342087556,-0.47545054342087556,
A_current,true,1777009966.5316405,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27846806022511245,2313.5950000000003,2313.6,-0.47545054342087556,-0.47545054342087556,,-0.47545054342087556,-0.47545054342087556,
B_overlap_quote_fade_only,false,1777009966.5316405,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27846806022511245,2313.5950000000003,2313.6,-0.47545054342087556,-0.47545054342087556,,-0.47545054342087556,-0.47545054342087556,
C_overlap_or_strong_tfi,false,1777009966.5316405,cancel_aggressive,buy,single_cancel_aggressive,cancel_aggressive,0.27846806022511245,2313.5950000000003,2313.6,-0.47545054342087556,-0.47545054342087556,,-0.47545054342087556,-0.47545054342087556,
A_current,true,1777009966.7973645,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2777209642074497,2313.4849999999997,2313.5,0.0,,,-0.0,,
B_overlap_quote_fade_only,true,1777009966.7973645,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2777209642074497,2313.4849999999997,2313.5,0.0,,,-0.0,,
C_overlap_or_strong_tfi,true,1777009966.7973645,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2777209642074497,2313.4849999999997,2313.5,0.0,,,-0.0,,
A_current,true,1777009967.056645,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2777209642074497,2313.4849999999997,2313.5,0.0,,,-0.0,,
B_overlap_quote_fade_only,true,1777009967.056645,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2777209642074497,2313.4849999999997,2313.5,0.0,,,-0.0,,
C_overlap_or_strong_tfi,true,1777009967.056645,cancel_aggressive,sell,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2777209642074497,2313.4849999999997,2313.5,0.0,,,-0.0,,
A_current,true,1777009967.2920427,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2807451608208402,2313.4849999999997,2313.49,0.0,,,0.0,,
B_overlap_quote_fade_only,true,1777009967.2920427,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2807451608208402,2313.4849999999997,2313.49,0.0,,,0.0,,
C_overlap_or_strong_tfi,true,1777009967.2920427,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2807451608208402,2313.4849999999997,2313.49,0.0,,,0.0,,
A_current,true,1777009967.8209586,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2410783855384124,2313.4849999999997,2313.49,0.0,,,0.0,,
B_overlap_quote_fade_only,true,1777009967.8209586,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2410783855384124,2313.4849999999997,2313.49,0.0,,,0.0,,
C_overlap_or_strong_tfi,true,1777009967.8209586,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2410783855384124,2313.4849999999997,2313.49,0.0,,,0.0,,
A_current,true,1777009968.3131661,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2410783855384124,2313.4849999999997,2313.49,0.0,,,0.0,,
B_overlap_quote_fade_only,true,1777009968.3131661,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2410783855384124,2313.4849999999997,2313.49,0.0,,,0.0,,
C_overlap_or_strong_tfi,true,1777009968.3131661,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.2410783855384124,2313.4849999999997,2313.49,0.0,,,0.0,,
A_current,true,1777009968.8347068,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.8232044198895028,2313.4849999999997,2313.49,,,,,,
B_overlap_quote_fade_only,true,1777009968.8347068,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.8232044198895028,2313.4849999999997,2313.49,,,,,,
C_overlap_or_strong_tfi,true,1777009968.8347068,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.8232044198895028,2313.4849999999997,2313.49,,,,,,
A_current,true,1777009969.0976348,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.8232044198895028,2313.4849999999997,2313.49,,,,,,
B_overlap_quote_fade_only,true,1777009969.0976348,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.8232044198895028,2313.4849999999997,2313.49,,,,,,
C_overlap_or_strong_tfi,true,1777009969.0976348,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.8232044198895028,2313.4849999999997,2313.49,,,,,,
A_current,true,1777009969.362245,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.8232044198895028,2313.4849999999997,2313.49,,,,,,
B_overlap_quote_fade_only,true,1777009969.362245,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.8232044198895028,2313.4849999999997,2313.49,,,,,,
C_overlap_or_strong_tfi,true,1777009969.362245,cancel_aggressive,buy,overlap_quote_fade_cancel_aggressive,cancel_aggressive|quote_fade,0.8232044198895028,2313.4849999999997,2313.49,,,,,,
